web-scraper-order,web-scraper-start-url,Title Links,Title Links-href,Title,Name,Project Type,Committee Approval Decision Date,References,Lay Summary
1616688707-34991,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=12&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Physical health multimorbidity and serious mental illness,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1060,Physical health multimorbidity and serious mental illness,Brendon Stubbs,Research,30-Mar-17,References :,"The aim of this research is to investigate how common multiple physical health conditions are in people with serious mental illness and consider what factors may influence this.  In addition, it will investigate how multiple physical health conditions may influence medical treatment, general hospital admissions and death."
1616688437-34885,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=23&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Demographic and clinical features associated with delusional theme,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=819,Demographic and clinical features associated with delusional theme,Vaughan Bell,Research,10-Apr-15,"References :
                            https://www.ncbi.nlm.nih.gov/pubmed/28794897
https://doi.org/10.1192/bjpo.bp.117.005041",To investigate specific delusional themes and demographic and clinical factors associated with these.
1616688602-34950,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=17&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Multi-morbidity and polypharmacy as predictors of treatment and health outcomes in dementia (MPOD),https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=955,Multi-morbidity and polypharmacy as predictors of treatment and health outcomes in dementia (MPOD),Christoph Mueller,Research,07-Jul-16,References :,"This projects aims to examine the relationship between various types and amounts medication and memory, physical and psychological outcomes in dementia."
1616688798-35026,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=9&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,The relationship of high level of aggression and service use in Children and Adolescents under SLaM services,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1238,The relationship of high level of aggression and service use in Children and Adolescents under SLaM services,Vanessa Kamila Moratti Rosa,Research,30-May-18,References :,The project aims to understand the correlation between severity of aggression and subsequent level of service use in children aged 5 to 16 years who have received a risk assessment from community Child and Adolescent Mental Health Services (CAMHS).
1616688921-35075,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=4&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Examining CAMHS referral rates by schools with respect to Place2Be counselling service provision and the factors associated with CAMHS referrals rates by schools,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1340,Examining CAMHS referral rates by schools with respect to Place2Be counselling service provision and the factors associated with CAMHS referrals rates by schools,Johnny Downs,Research,11-Apr-19,References :,This research project aims to examine the effect of Place2Be counselling service on CAMHS referral rates by schools whilst taking into account school level factors associated with CAMHS referral rates of schools.
1616688546-34928,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=19&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Lithium in clinical practice,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=917,Lithium in clinical practice,Keerati Pattanaseri,Research,24-Mar-16,References :,"There are many guidelines on using lithium; however, the optimal serum level remains unclear. This project aims to understand current lithium monitoring practice in SLaM outpatient services."
1616688457-34893,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=22&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Usual care of parents with personality disorders whose children have emotional and/or behavioural difficulties,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=852,Usual care of parents with personality disorders whose children have emotional and/or behavioural difficulties,Ruth Wilson,Research,06-Jul-15,References :,"This project is part of a larger research and development programme that aims to assess the feasibility, acceptability and outcomes of a new parenting intervention for parents with personality disorders whose children have emotional and/or behavioural difficulties. The aim of the CRIS project is to define “usual care” pathways, to inform a pilot randomised controlled trial."
1616688381-34862,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=25&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,The Influence of Diagnosis and Functioning on Health Service Utilisation in South London and Maudsley Secondary Care Mental Health Patients: A Cohort Study of Patient Records.,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=757,The Influence of Diagnosis and Functioning on Health Service Utilisation in South London and Maudsley Secondary Care Mental Health Patients: A Cohort Study of Patient Records.,Conal Twomey,Research,12-Nov-14,References :,The general objective of this cohort study is to determine the extent to which both diagnostic and functioning information are associated with health service utilisation (HSU) by adult patient attending secondary care mental health services  covered by the South London and Maudsley (SLAM) NHS Foundation Trust.
1616688099-34750,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=37&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,The Effects of Polygenic Risk Scores on Outcomes in First Episode Psychosis (FEP),https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=511,The Effects of Polygenic Risk Scores on Outcomes in First Episode Psychosis (FEP),Olesya Ajnakina,Research,11-Jun-13,References :,"Using the GAP-CRIS data linkage, the main objective is to obtain the information on specific outcomes associated with the first episode psychosis (FEP) and identify polygenic risk scores potentially predicting these."
1616689000-35107,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=1&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,"What happens to people referred to a memory service, but not diagnosed with dementia?",https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1435,"What happens to people referred to a memory service, but not diagnosed with dementia?",Christoph Mueller,Research,05-Dec-19,References :,Up to a fifth of people attending memory clinics do not receive a diagnosis of dementia. This project aims to determine what diagnoses these patients receive and what their prognosis is.
1616688892-35063,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=5&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Impact of neighbourhood deprivation on prevalence and prognosis of personality disorder,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1317,Impact of neighbourhood deprivation on prevalence and prognosis of personality disorder,Ka-young Ban,Research,10-Jan-19,References :,This study will investigate the frequency of personality disorder and the impact of social deprivation on personality disorder in mental health care
1616688524-34919,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=20&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Mental health care contacts in patients receiving paliperidone palmitate,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=899,Mental health care contacts in patients receiving paliperidone palmitate,Robert Stewart,Research,19-Nov-15,References :,"The study investigates people who are receiving 'paliperidone palmitate', a relatively new treatment for schizophrenia. It aims to describe the level of inpatient and community contacts with mental healthcare workers by patients before and after treatment, to describe the typical 'patient pathway' and to provide costs for this."
1616688794-35024,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=9&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Epilepsy and Intellectual disabilities: Supporting positive health outcomes using CRIS data.,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=1235,Epilepsy and Intellectual disabilities: Supporting positive health outcomes using CRIS data.,Sheryl Hayfron,Research,30-May-18,References :,"This study will investigate the prevalence of co-occurring epilepsy and intellectual disability (ID) of individuals currently under the care of the four SLaM community teams for adults with intellectual disabilities. We will evaluate whether an epilepsy risk assessment and emergency plan are available for patients with epilepsy and ID, in relation to Royal College of Psychiatrists recommendations."
1616687949-34692,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=42&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,Preliminary Analysis of Dementia in CRIS,https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=363,Preliminary Analysis of Dementia in CRIS,Gayan Perera,Research,01-Jan-09,"References :
                            Factors Associated with Response to Acetylcholinesterase Inhibition in Dementia: A Cohort Study from a Secondary Mental Health Care Case Register in London 
Perera, G., Khondoker, Mizanur., Broadbent, M., Breen, G. and Stewart, R. 20 November 2014 In: PL o S One.","This study is an initial description of people with dementia receiving SLaM care, looking at the frequency of dementia diagnoses, the characteristics of those receiving this diagnosis and the frequency of cognitive assessments during SLaM care."
1616688015-34718,https://projects.slam.nhs.uk/research/cris/cris-projects?pageno=40&txtName=&txtProjectTitle=&txtLaySummary=&txtCommitteeApprovalDecisionDateFrom=&txtCommitteeApprovalDecisionDateTo=,"Does Poverty Play a Role in Mortality Among Those with Schizophrenia, Bipolar Disorder, Schizoaffective Disorder, Depression and Substance Use Disorders?",https://projects.slam.nhs.uk/research/cris/cris_projectsdetails?ID=450,"Does Poverty Play a Role in Mortality Among Those with Schizophrenia, Bipolar Disorder, Schizoaffective Disorder, Depression and Substance Use Disorders?",Elektra Ichtena-Ktena,Research,22-Feb-11,References :,This study will investigate the risk of mortality associated with socioeconomic status (poverty levels) in the neighbourhood where the patients lived and the extent to which this can predict patients at high risk of mortality.
